bd_swab_id,extraction_plate_id,qpcr_plate_id,result,average_copy_number,average_ct,average_zoospores,comments,standard,master_mix,replicate,qpcr_machine,extraction_kit,extraction_date,qpcr_date,qpcr_lab,extract_lab
140718_r02,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r03,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r04,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r05,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r06,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r07,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r08,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r09,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r10,clzextraction_5,js083-085,"n,p,p",0.78,35.86,313.45,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r11,clzextraction_5,js083-085,"n,n,p",0.98,36.27,392.22,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r12,clzextraction_5,js083-085,"p,p,p",5457.36,23.57,2182945.64,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r13,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r14,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r15,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r16,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r17,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r18,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r19,clzextraction_5,js083-085,"n,p,p",2.71,35.22,1082.51,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r20,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r21,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r22,clzextraction_5,js083-085,"n,n,p",0.87,35.97,349.49,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r23,clzextraction_5,js083-085,"p,p,p",1.21,35.97,483.31,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r24,clzextraction_5,js083-085,"n,n,p",0.42,36.96,168.67,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
140718_r25,clzextraction_5,js083-085,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141207_05,jmgrsextractions_2015330,jm4_20150331,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141207_06,jmgrsextractions_2015330,jm4_20150332,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141210_r01,jmgrsextractions_2015330,jm4_20150338,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141210_r02,jmgrsextractions_2015330,jm4_20150339,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141210_r03,jmgrsextractions_2015330,jm4_20150340,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141210_r04,jmgrsextractions_2015330,jm4_20150341,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141210_r05,jmgrsextractions_2015330,jm4_20150342,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141211__r01,jmgrsextractions_2015330,jm4_20150333,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141211__r02,jmgrsextractions_2015330,jm4_20150334,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141211__r03,jmgrsextractions_2015330,jm4_20150335,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141211__r04,jmgrsextractions_2015330,jm4_20150336,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141211__r05,jmgrsextractions_2015330,jm4_20150337,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141212_r02,jmgrsextractions_2015330,jm4_20150343,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,rz_lab,rz_lab
141213_a01,jmgrsextractions_2015330,jm4_20150344,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a02,jmgrsextractions_2015330,jm4_20150345,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a03,jmgrsextractions_2015330,jm4_20150346,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a04,jmgrsextractions_2015330,jm4_20150347,"p,n,n",0.45,41.03,356.88,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a05,jmgrsextractions_2015330,jm4_20150348,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a06,jmgrsextractions_2015330,jm4_20150349,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a07,jmgrsextractions_2015330,jm4_20150350,"p,p,p",3.9,15.85,3123.73,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141213_a08,jmgrsextractions_2015330,jm4_20150351,"p,p,n",42.35,2.71,33882.6,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_01,jmgrsextractions_2015330,jm4_20150352,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_02,jmgrsextractions_2015330,grs46_20150402,"p,p,p",39.05,15.85,12676.73,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_03,jmgrsextractions_2015330,grs46_20150402,"n, p, p",42.35,1.88,1504.54,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_04,jmgrsextractions_2015330,grs46_20150402,"n, n, n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_05,jmgrsextractions_2015330,grs47_20150415,"p,p,p",5.29,37.56,4228.51,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_06,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_07,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.43,41.07,346.37,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_08,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_09,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.29,41.69,230.18,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_10,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.45,41.03,356.88,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_11,jmgrsextractions_2015330,grs47_20150415,"p,p,p",9.09,36.6,7271.09,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_12,jmgrsextractions_2015330,grs47_20150415,"p,p,n",4.26,37.6,3411.25,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_13,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.42,41.1,339.56,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_14,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_15,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_16,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_17,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_18,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.44,41.05,351.6,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_19,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_20,jmgrsextractions_2015330,grs47_20150415,"p,n,n",0.25,41.89,201.56,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_21,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141214_22,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141220_05,jmgrsextractions_2015330,grs47_20150415,"n,n,p",0.68,40.38,546.94,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141220_06,jmgrsextractions_2015330,grs47_20150415,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141220_07,jmgrsextractions_2015330,grs49_20150625,"n,n,n",NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141220_08,jmgrsextractions_2015330,grs49_20150625,"n,n, p",10158.52,27.96,8126815.62,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
141220_09,jmgrsextractions_2015330,grs49_20150625,n,NA,NA,NA,NA,pisces,taqman,triplicate,abi_7500,qiagen_dneasy,NA,NA,jv_lab,jv_lab
150607_c01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p, p",1007.69,29.26,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_c02,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p, p",257.43,31.33,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_c03,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p, p",52.59,33.82,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p, p",29.57,34.69,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j02,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p, p",56.15,33.69,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j03,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j04,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j05,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150607_j06,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p",619.17,30.07,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p",74210.81,22.81,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p",74210.81,22.81,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_02,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p",83.22,33.12,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_03,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_04,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150608_05,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150609_01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150610_01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"p, p, p",1441.8,28.87,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_01,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_02,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_03,dpw_041416_extractplate1_elute2,dpw_071916_panama_swabs_7,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_04,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_05,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_06,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_07,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a08,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a09,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, p, n",2.46,39.3,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a10,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a11,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a12,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, p",1.88,39.71,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a13,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a14,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a15,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a16,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a17,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a18,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a19,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_a20,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j01,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j02,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j03,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j04,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j05,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150612_j06,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_01,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_02,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_03,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_04,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_05,dpw_041416_extractplate1_elute2,dpw_072116_panama_swabs_8,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_06,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_07,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_08,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_09,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_10,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_11,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_12,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_13,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_14,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, p, n",1.49,38.04,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_15,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150613_16,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_01,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_02,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_03,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_04,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_05,dpw_041416_extractplate1_elute2,dpw_072516_panama_swabs_9,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_06,dpw_041416_extractplate1_elute2,dpw_072616_panama_swabs_10,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
150614_07,dpw_041416_extractplate1_elute2,dpw_072616_panama_swabs_10,"n, n, n",NA,NA,NA,dna not diluted,pisces,taqman,triplicate,quanstudio_3,qiagen_dneasy,NA,NA,rz_lab,rz_lab
